Sentence ID,Dialogue ID,author,shortcode,timestamp,likes,comments,caption,text,Hash_tag2,clean_txt,token_txt,tokenized
8,8,shmee150,CSWxTcgr1gy,2021-08-09 13:44:41,26925,192,"Photo shared by Tim - Shmee on August 09, 2021 tagging @fordperformance, @ford, @shelbyamerican, @shmee150wastaken, and @theshmeemobiles. May be an image of car and road.","Reunited with @theshmeemobiles lime green beast! Back in Miami for a quick stop before heading to California and Car Week for some crazy days ahead. It's so cool to be back with the GT500 after about 4 months where it's been tucked away in Florida, although sadly everything is too last minute to be able to get it across country for the events. That won't stop the fun though, it's great to be back! #Shelby #GT500 #Ford #Mustang #Shmeemobile #Shmee150","[['Shelby'], ['GT500'], ['Ford'], ['Mustang'], ['Shmeemobile'], ['Shmee150']]",['Reunited with theshmeemobiles lime green beast Back in Miami for a quick stop before heading to California and Car Week for some crazy days ahead Its so cool to be back with the GT500 after about 4 months where its been tucked away in Florida although sadly everything is too last minute to be able to get it across country for the events That wont stop the fun though its great to be back Shelby GT500 Ford Mustang Shmeemobile Shmee150'],['Reunited with theshmeemobiles lime green beast Back in Miami for a quick stop before heading to California and Car Week for some crazy days ahead Its so cool to be back with the GT500 after about 4 months where its been tucked away in Florida although sadly everything is too last minute to be able to get it across country for the events That wont stop the fun though its great to be back Shelby GT500 Ford Mustang Shmeemobile Shmee150'],"[""['Reunited"", 'with', 'theshmeemobiles', 'lime', 'green', 'beast', 'Back', 'in', 'Miami', 'for', 'a', 'quick', 'stop', 'before', 'heading', 'to', 'California', 'and', 'Car', 'Week', 'for', 'some', 'crazy', 'day', 'ahead', 'Its', 'so', 'cool', 'to', 'be', 'back', 'with', 'the', 'GT500', 'after', 'about', '4', 'month', 'where', 'it', 'been', 'tucked', 'away', 'in', 'Florida', 'although', 'sadly', 'everything', 'is', 'too', 'last', 'minute', 'to', 'be', 'able', 'to', 'get', 'it', 'across', 'country', 'for', 'the', 'event', 'That', 'wont', 'stop', 'the', 'fun', 'though', 'it', 'great', 'to', 'be', 'back', 'Shelby', 'GT500', 'Ford', 'Mustang', 'Shmeemobile', ""Shmee150']""]"
9,9,shmee150,CSUvz2ppJvy,2021-08-08 18:53:09,44913,584,"Photo shared by Tim - Shmee on August 08, 2021 tagging @mercedesamg, and @theshmeemobiles. May be an image of car.","It's time! @theshmeemobiles AMG GT Black Series is being resprayed AMG Solarbeam Yellow, and I cannot wait to see how it looks. This was always the plan hence the choice of Graphite Grey Magno for the base as it's the easiest to work with. The transformation is being done by @chartwell_derby just as per my SLS BS respray to Mystic Blue and the repairs to my Senna before. Why not just order it like this you say? It wasn't an option, and believe me I tried. It was absolutely impossible to order the car (RHD UK allocation) in anything other than the standard 8 choices available so this is the only way. What about the value? Life is too short, I'm going to do many thousands of miles in this car for many years to come, reselling it is not in the plans. #Mercedes #AMG #GTBlackSeries #Shmeemobile #Shmee150","[['Mercedes'], ['AMG'], ['GTBlackSeries'], ['Shmeemobile'], ['Shmee150']]",['Its time theshmeemobiles AMG GT Black Series is being resprayed AMG Solarbeam Yellow and I cannot wait to see how it looks This was always the plan hence the choice of Graphite Grey Magno for the base as its the easiest to work with The transformation is being done by chartwellderby just as per my SLS BS respray to Mystic Blue and the repairs to my Senna before Why not just order it like this you say It wasnt an option and believe me I tried It was absolutely impossible to order the car RHD UK allocation in anything other than the standard 8 choices available so this is the only way What about the value Life is too short Im going to do many thousands of miles in this car for many years to come reselling it is not in the plans Mercedes AMG GTBlackSeries Shmeemobile Shmee150'],['Its time theshmeemobiles AMG GT Black Series is being resprayed AMG Solarbeam Yellow and I cannot wait to see how it looks This was always the plan hence the choice of Graphite Grey Magno for the base as its the easiest to work with The transformation is being done by chartwellderby just as per my SLS BS respray to Mystic Blue and the repairs to my Senna before Why not just order it like this you say It wasnt an option and believe me I tried It was absolutely impossible to order the car RHD UK allocation in anything other than the standard 8 choices available so this is the only way What about the value Life is too short Im going to do many thousands of miles in this car for many years to come reselling it is not in the plans Mercedes AMG GTBlackSeries Shmeemobile Shmee150'],"[""['Its"", 'time', 'theshmeemobiles', 'AMG', 'GT', 'Black', 'Series', 'is', 'being', 'resprayed', 'AMG', 'Solarbeam', 'Yellow', 'and', 'I', 'cannot', 'wait', 'to', 'see', 'how', 'it', 'look', 'This', 'wa', 'always', 'the', 'plan', 'hence', 'the', 'choice', 'of', 'Graphite', 'Grey', 'Magno', 'for', 'the', 'base', 'a', 'it', 'the', 'easiest', 'to', 'work', 'with', 'The', 'transformation', 'is', 'being', 'done', 'by', 'chartwellderby', 'just', 'a', 'per', 'my', 'SLS', 'BS', 'respray', 'to', 'Mystic', 'Blue', 'and', 'the', 'repair', 'to', 'my', 'Senna', 'before', 'Why', 'not', 'just', 'order', 'it', 'like', 'this', 'you', 'say', 'It', 'wasnt', 'an', 'option', 'and', 'believe', 'me', 'I', 'tried', 'It', 'wa', 'absolutely', 'impossible', 'to', 'order', 'the', 'car', 'RHD', 'UK', 'allocation', 'in', 'anything', 'other', 'than', 'the', 'standard', '8', 'choice', 'available', 'so', 'this', 'is', 'the', 'only', 'way', 'What', 'about', 'the', 'value', 'Life', 'is', 'too', 'short', 'Im', 'going', 'to', 'do', 'many', 'thousand', 'of', 'mile', 'in', 'this', 'car', 'for', 'many', 'year', 'to', 'come', 'reselling', 'it', 'is', 'not', 'in', 'the', 'plan', 'Mercedes', 'AMG', 'GTBlackSeries', 'Shmeemobile', ""Shmee150']""]"
10,10,shmee150,CSPncQZiNnL,2021-08-06 19:03:49,24190,158,"Photo shared by Tim - Shmee on August 06, 2021 tagging @mercedesamg, @shmee150wastaken, @theshmeemobiles, and @theshmuseum. May be an image of car.","My AMG Black Series trio are finally together at @theshmuseum! It's a dream come true to have these three incredibly special cars in @theshmeemobiles collection and now for the first time all here following pickup of the SLS BS from @avantgarde_mb fully ready to go. After taking delivery of the GT BS and C63 BS recently, I've been itching to bring the SLS BS home and now need to start planning a tour to Affalterbach... #Mercedes #AMG #BlackSeries #Shmeemobile #TheShmuseum #Shmee150","[['Mercedes'], ['AMG'], ['BlackSeries'], ['Shmeemobile'], ['TheShmuseum'], ['Shmee150']]",['My AMG Black Series trio are finally together at theshmuseum Its a dream come true to have these three incredibly special cars in theshmeemobiles collection and now for the first time all here following pickup of the SLS BS from avantgardemb fully ready to go After taking delivery of the GT BS and C63 BS recently Ive been itching to bring the SLS BS home and now need to start planning a tour to Affalterbach Mercedes AMG BlackSeries Shmeemobile TheShmuseum Shmee150'],['My AMG Black Series trio are finally together at theshmuseum Its a dream come true to have these three incredibly special cars in theshmeemobiles collection and now for the first time all here following pickup of the SLS BS from avantgardemb fully ready to go After taking delivery of the GT BS and C63 BS recently Ive been itching to bring the SLS BS home and now need to start planning a tour to Affalterbach Mercedes AMG BlackSeries Shmeemobile TheShmuseum Shmee150'],"[""['My"", 'AMG', 'Black', 'Series', 'trio', 'are', 'finally', 'together', 'at', 'theshmuseum', 'Its', 'a', 'dream', 'come', 'true', 'to', 'have', 'these', 'three', 'incredibly', 'special', 'car', 'in', 'theshmeemobiles', 'collection', 'and', 'now', 'for', 'the', 'first', 'time', 'all', 'here', 'following', 'pickup', 'of', 'the', 'SLS', 'BS', 'from', 'avantgardemb', 'fully', 'ready', 'to', 'go', 'After', 'taking', 'delivery', 'of', 'the', 'GT', 'BS', 'and', 'C63', 'BS', 'recently', 'Ive', 'been', 'itching', 'to', 'bring', 'the', 'SLS', 'BS', 'home', 'and', 'now', 'need', 'to', 'start', 'planning', 'a', 'tour', 'to', 'Affalterbach', 'Mercedes', 'AMG', 'BlackSeries', 'Shmeemobile', 'TheShmuseum', ""Shmee150']""]"
11,11,shmee150,CSKcS1PieRv,2021-08-04 18:50:12,20139,71,"Photo shared by Tim - Shmee on August 04, 2021 tagging @shmee150wastaken, and @theshmeemobiles. May be an image of 1 person, car and road.","Back to the old school, car spotting in London with @theshmeemobiles original V8 Vantage Roadster! It feels like a decade ago, enjoying the Aston, and filming Aventadors, they just changed from the original LP700-4 to the SVJs! Plus, found a Huayra Roadster and LaFerrari too, all in my new video taking a walk down memory lane with a truly special car in my collection #Lamborghini #Aventador #SVJ #carspotting #AstonMartin #Vantage #Shmeemobile #londoncars #Shmee150","[['Lamborghini'], ['Aventador'], ['SVJ'], ['carspotting'], ['AstonMartin'], ['Vantage'], ['Shmeemobile'], ['londoncars'], ['Shmee150']]",['Back to the old school car spotting in London with theshmeemobiles original V8 Vantage Roadster It feels like a decade ago enjoying the Aston and filming Aventadors they just changed from the original LP7004 to the SVJs Plus found a Huayra Roadster and LaFerrari too all in my new video taking a walk down memory lane with a truly special car in my collection Lamborghini Aventador SVJ carspotting AstonMartin Vantage Shmeemobile londoncars Shmee150'],['Back to the old school car spotting in London with theshmeemobiles original V8 Vantage Roadster It feels like a decade ago enjoying the Aston and filming Aventadors they just changed from the original LP7004 to the SVJs Plus found a Huayra Roadster and LaFerrari too all in my new video taking a walk down memory lane with a truly special car in my collection Lamborghini Aventador SVJ carspotting AstonMartin Vantage Shmeemobile londoncars Shmee150'],"[""['Back"", 'to', 'the', 'old', 'school', 'car', 'spotting', 'in', 'London', 'with', 'theshmeemobiles', 'original', 'V8', 'Vantage', 'Roadster', 'It', 'feel', 'like', 'a', 'decade', 'ago', 'enjoying', 'the', 'Aston', 'and', 'filming', 'Aventadors', 'they', 'just', 'changed', 'from', 'the', 'original', 'LP7004', 'to', 'the', 'SVJs', 'Plus', 'found', 'a', 'Huayra', 'Roadster', 'and', 'LaFerrari', 'too', 'all', 'in', 'my', 'new', 'video', 'taking', 'a', 'walk', 'down', 'memory', 'lane', 'with', 'a', 'truly', 'special', 'car', 'in', 'my', 'collection', 'Lamborghini', 'Aventador', 'SVJ', 'carspotting', 'AstonMartin', 'Vantage', 'Shmeemobile', 'londoncars', ""Shmee150']""]"
12,12,diwd_official,CSxJrglL0Ve,2021-08-19 19:37:56,10238,72,"Photo by DOITWITHDANÃ¢ÂÂ¢ on August 19, 2021. May be an image of car and outdoors.","These are my two favorites. After the dually is done, I'm finishing the 73'... I can't stop looking at old photos and videos of it.",[],['These are my two favorites After the dually is done Im finishing the 73 I cant stop looking at old photos and videos of it'],['These are my two favorites After the dually is done Im finishing the 73 I cant stop looking at old photos and videos of it'],"[""['These"", 'are', 'my', 'two', 'favorite', 'After', 'the', 'dually', 'is', 'done', 'Im', 'finishing', 'the', '73', 'I', 'cant', 'stop', 'looking', 'at', 'old', 'photo', 'and', 'video', 'of', ""it']""]"
13,13,diwd_official,CSvMcGNp8XA,2021-08-19 01:23:34,3092,15,"Photo shared by DOITWITHDANÃ¢ÂÂ¢ on August 18, 2021 tagging @atlantacustomwraps, @killboydotcom, and @smokymountaindrives_. May be an image of car and road.",Yo! Dragon Rally XI is this weekend!!! An absolutely epic chance to run the dragon with the best drivers on the road (I'm not in that category Ã°ÂÂÂ) but @smokymountaindrives_ go check them out!,[],['Yo Dragon Rally XI is this weekend An absolutely epic chance to run the dragon with the best drivers on the road Im not in that category Ã°Â\x9fÂ\x98Â\x82 but smokymountaindrives go check them out'],['Yo Dragon Rally XI is this weekend An absolutely epic chance to run the dragon with the best drivers on the road Im not in that category Ã°Â\x9fÂ\x98Â\x82 but smokymountaindrives go check them out'],"[""['Yo"", 'Dragon', 'Rally', 'XI', 'is', 'this', 'weekend', 'An', 'absolutely', 'epic', 'chance', 'to', 'run', 'the', 'dragon', 'with', 'the', 'best', 'driver', 'on', 'the', 'road', 'Im', 'not', 'in', 'that', 'category', 'Ã°Â\\x9fÂ\\x98Â\\x82', 'but', 'smokymountaindrives', 'go', 'check', 'them', ""out']""]"
14,14,diwd_official,CSnI2curHnM,2021-08-15 22:18:17,16981,302,"Photo by DOITWITHDANÃ¢ÂÂ¢ on August 15, 2021. May be an image of 3 people and text that says 'The U.S: *Withdraws from Afghanistan after 20 years of occupation The Taliban:'.","This shit is messed up, on a real note.",[],['This shit is messed up on a real note'],['This shit is messed up on a real note'],"[""['This"", 'shit', 'is', 'messed', 'up', 'on', 'a', 'real', ""note']""]"
15,15,diwd_official,CSiUMZ7sjBW,2021-08-14 01:21:12,6988,36,"Photo by DOITWITHDANÃ¢ÂÂ¢ on August 13, 2021. May be an image of car and outdoors.","Door still go up! 

We dropped a new podcast on WrapLife today with @atlantacustomwraps @killboydotcom and @mac_man_atl",[],['Door still go up \n\nWe dropped a new podcast on WrapLife today with atlantacustomwraps killboydotcom and macmanatl'],['Door still go up \n\nWe dropped a new podcast on WrapLife today with atlantacustomwraps killboydotcom and macmanatl'],"[""['Door"", 'still', 'go', 'up', '\\n\\nWe', 'dropped', 'a', 'new', 'podcast', 'on', 'WrapLife', 'today', 'with', 'atlantacustomwraps', 'killboydotcom', 'and', ""macmanatl']""]"
16,16,diwd_official,CSgEH6PMmea,2021-08-13 04:22:18,3408,23,"Photo by DOITWITHDANÃ¢ÂÂ¢ on August 12, 2021. May be an image of car.",Late night creepin',[],['Late night creepin'],['Late night creepin'],"[""['Late"", 'night', ""creepin']""]"
17,17,diwd_official,CSe1wnQlwNc,2021-08-12 16:57:58,15351,102,,,[],['NA'],['NA'],"[""['NA']""]"
18,18,diwd_official,CSax5KdMXv0,2021-08-11 03:06:47,7589,382,"Photo shared by DOITWITHDANÃ¢ÂÂ¢ on August 10, 2021 tagging @atlantacustomwraps, @killboydotcom, and @justinacw_wraplife. May be an image of car and road.","Yo, so Justin and I have been kicking around the idea of doing a raffle. Like, we fly you out and hang? Do some cool shit? Ride around in the mountains in supercars, etc ... But we wanna make sure that is something you guys would wanna do. That being said, does that sound like fun to y'all? We'd have a blast doing it, and I think some of you would too. Lemme know if we should.",[],['Yo so Justin and I have been kicking around the idea of doing a raffle Like we fly you out and hang Do some cool shit Ride around in the mountains in supercars etc  But we wanna make sure that is something you guys would wanna do That being said does that sound like fun to yall Wed have a blast doing it and I think some of you would too Lemme know if we should'],['Yo so Justin and I have been kicking around the idea of doing a raffle Like we fly you out and hang Do some cool shit Ride around in the mountains in supercars etc  ,"[""['Yo"", 'so', 'Justin', 'and', 'I', 'have', 'been', 'kicking', 'around', 'the', 'idea', 'of', 'doing', 'a', 'raffle', 'Like', 'we', 'fly', 'you', 'out', 'and', 'hang', 'Do', 'some', 'cool', 'shit', 'Ride', 'around', 'in', 'the', 'mountain', 'in', 'supercars', 'etc', 'But', 'we', 'wanna', 'make', 'sure', 'that', 'is', 'something', 'you', 'guy', 'would', 'wanna', 'do', 'That', 'being', 'said', 'doe', 'that', 'sound', 'like', 'fun', 'to', 'yall', 'Wed', 'have', 'a', 'blast', 'doing', 'it', 'and', 'I', 'think', 'some', 'of', 'you', 'would', 'too', 'Lemme', 'know', 'if', 'we', ""should']""]"
18,18,diwd_official,CSax5KdMXv0,2021-08-11 03:06:47,7589,382,"Photo shared by DOITWITHDANÃ¢ÂÂ¢ on August 10, 2021 tagging @atlantacustomwraps, @killboydotcom, and @justinacw_wraplife. May be an image of car and road.","Yo, so Justin and I have been kicking around the idea of doing a raffle. Like, we fly you out and hang? Do some cool shit? Ride around in the mountains in supercars, etc ... But we wanna make sure that is something you guys would wanna do. That being said, does that sound like fun to y'all? We'd have a blast doing it, and I think some of you would too. Lemme know if we should.",[],['Yo so Justin and I have been kicking around the idea of doing a raffle Like we fly you out and hang Do some cool shit Ride around in the mountains in supercars etc  But we wanna make sure that is something you guys would wanna do That being said does that sound like fun to yall Wed have a blast doing it and I think some of you would too Lemme know if we should'],But we wanna make sure that is something you guys would wanna do That being said does that sound like fun to yall,"[""['Yo"", 'so', 'Justin', 'and', 'I', 'have', 'been', 'kicking', 'around', 'the', 'idea', 'of', 'doing', 'a', 'raffle', 'Like', 'we', 'fly', 'you', 'out', 'and', 'hang', 'Do', 'some', 'cool', 'shit', 'Ride', 'around', 'in', 'the', 'mountain', 'in', 'supercars', 'etc', 'But', 'we', 'wanna', 'make', 'sure', 'that', 'is', 'something', 'you', 'guy', 'would', 'wanna', 'do', 'That', 'being', 'said', 'doe', 'that', 'sound', 'like', 'fun', 'to', 'yall', 'Wed', 'have', 'a', 'blast', 'doing', 'it', 'and', 'I', 'think', 'some', 'of', 'you', 'would', 'too', 'Lemme', 'know', 'if', 'we', ""should']""]"
18,18,diwd_official,CSax5KdMXv0,2021-08-11 03:06:47,7589,382,"Photo shared by DOITWITHDANÃ¢ÂÂ¢ on August 10, 2021 tagging @atlantacustomwraps, @killboydotcom, and @justinacw_wraplife. May be an image of car and road.","Yo, so Justin and I have been kicking around the idea of doing a raffle. Like, we fly you out and hang? Do some cool shit? Ride around in the mountains in supercars, etc ... But we wanna make sure that is something you guys would wanna do. That being said, does that sound like fun to y'all? We'd have a blast doing it, and I think some of you would too. Lemme know if we should.",[],['Yo so Justin and I have been kicking around the idea of doing a raffle Like we fly you out and hang Do some cool shit Ride around in the mountains in supercars etc  But we wanna make sure that is something you guys would wanna do That being said does that sound like fun to yall Wed have a blast doing it and I think some of you would too Lemme know if we should'],Wed have a blast doing it,"[""['Yo"", 'so', 'Justin', 'and', 'I', 'have', 'been', 'kicking', 'around', 'the', 'idea', 'of', 'doing', 'a', 'raffle', 'Like', 'we', 'fly', 'you', 'out', 'and', 'hang', 'Do', 'some', 'cool', 'shit', 'Ride', 'around', 'in', 'the', 'mountain', 'in', 'supercars', 'etc', 'But', 'we', 'wanna', 'make', 'sure', 'that', 'is', 'something', 'you', 'guy', 'would', 'wanna', 'do', 'That', 'being', 'said', 'doe', 'that', 'sound', 'like', 'fun', 'to', 'yall', 'Wed', 'have', 'a', 'blast', 'doing', 'it', 'and', 'I', 'think', 'some', 'of', 'you', 'would', 'too', 'Lemme', 'know', 'if', 'we', ""should']""]"
18,18,diwd_official,CSax5KdMXv0,2021-08-11 03:06:47,7589,382,"Photo shared by DOITWITHDANÃ¢ÂÂ¢ on August 10, 2021 tagging @atlantacustomwraps, @killboydotcom, and @justinacw_wraplife. May be an image of car and road.","Yo, so Justin and I have been kicking around the idea of doing a raffle. Like, we fly you out and hang? Do some cool shit? Ride around in the mountains in supercars, etc ... But we wanna make sure that is something you guys would wanna do. That being said, does that sound like fun to y'all? We'd have a blast doing it, and I think some of you would too. Lemme know if we should.",[],['Yo so Justin and I have been kicking around the idea of doing a raffle Like we fly you out and hang Do some cool shit Ride around in the mountains in supercars etc  But we wanna make sure that is something you guys would wanna do That being said does that sound like fun to yall Wed have a blast doing it and I think some of you would too Lemme know if we should'],and I think some of you would too Lemme know if we should'],"[""['Yo"", 'so', 'Justin', 'and', 'I', 'have', 'been', 'kicking', 'around', 'the', 'idea', 'of', 'doing', 'a', 'raffle', 'Like', 'we', 'fly', 'you', 'out', 'and', 'hang', 'Do', 'some', 'cool', 'shit', 'Ride', 'around', 'in', 'the', 'mountain', 'in', 'supercars', 'etc', 'But', 'we', 'wanna', 'make', 'sure', 'that', 'is', 'something', 'you', 'guy', 'would', 'wanna', 'do', 'That', 'being', 'said', 'doe', 'that', 'sound', 'like', 'fun', 'to', 'yall', 'Wed', 'have', 'a', 'blast', 'doing', 'it', 'and', 'I', 'think', 'some', 'of', 'you', 'would', 'too', 'Lemme', 'know', 'if', 'we', ""should']""]"
19,19,diwd_official,CSaCdDrltnI,2021-08-10 20:12:16,7985,64,"Photo by DOITWITHDANÃ¢ÂÂ¢ on August 10, 2021.","Swapped the door panels and dash, and now it's time to build the center console. Got a mini fridge for it too",[],['Swapped the door panels and dash and now its time to build the center console Got a mini fridge for it too'],['Swapped the door panels and dash and now its time to build the center console Got a mini fridge for it too'],"[""['Swapped"", 'the', 'door', 'panel', 'and', 'dash', 'and', 'now', 'it', 'time', 'to', 'build', 'the', 'center', 'console', 'Got', 'a', 'mini', 'fridge', 'for', 'it', ""too']""]"
20,20,diwd_official,CSTTGc-MpbI,2021-08-08 05:23:02,9244,48,"Photo by DOITWITHDANÃ¢ÂÂ¢ on August 07, 2021. May be an image of 1 person and text that says 'Fear factor enitrouspart For this next challenge, you're gonna have to get out of a hammock on ketamine'.","""pull that up Jamie, let's see that""",[],['pull that up Jamie lets see that'],['pull that up Jamie lets see that'],"[""['pull"", 'that', 'up', 'Jamie', 'let', 'see', ""that']""]"
21,21,diwd_official,CSQIzoMM5AO,2021-08-06 23:55:22,10220,142,"Photo by DOITWITHDANÃ¢ÂÂ¢ on August 06, 2021. May be an image of text that says 'the Ate half my sandwich prolly save other half for later'.",Still kinda hungry tho,[],['Still kinda hungry tho'],['Still kinda hungry tho'],"[""['Still"", 'kinda', 'hungry', ""tho']""]"
22,22,diwd_official,CSP29IGLNCa,2021-08-06 21:19:23,9237,86,"Photo by DOITWITHDANÃ¢ÂÂ¢ on August 06, 2021.","Back to chrome! I missed the all chrome centers, so I removed the dip.",[],['Back to chrome I missed the all chrome centers so I removed the dip'],['Back to chrome I missed the all chrome centers so I removed the dip'],"[""['Back"", 'to', 'chrome', 'I', 'missed', 'the', 'all', 'chrome', 'center', 'so', 'I', 'removed', 'the', ""dip']""]"
23,23,diwd_official,CSNAhQrrfSF,2021-08-05 18:45:14,20361,299,"Photo by DOITWITHDANÃ¢ÂÂ¢ on August 05, 2021. May be an image of Ã¢ÂÂtext that says 'Ã¢ÂÂAbout This Vehicle Ã Â°ÂÃÂ Sport Driven 4,100 miles Engine size: 600cc i Manual transmission Exterior: White Description Ã«ÂÂ0Ã«ÂÂ purchased this gsxr 600 4 days ago as my first bike. I've laid it down twice today at about 5 mph both times and I'm over it. Fuck motorcycles, I'm going back to cars. Someone come take this thing away. Just trying to get what paid for it back- minus the damage I've caused. Citan 4,100 miles I'm great condition besides the dings I've put on it today. Would trade plus cash for a 350zRead LessÃ¢ÂÂ'Ã¢ÂÂ.","Looking at bikes on FB Marketplace and came across this gem Ã°ÂÂ¤Â£ 

I'm not making fun of this dude. I get it; riding ain't for everyone! But I wanna be like, ""give It a few more tries!"" And then offer 2k less when he crashes it again Ã°ÂÂ¤Â£",[],['Looking at bikes on FB Marketplace and came across this gem Ã°Â\x9fÂ¤Â£ \n\nIm not making fun of this dude I get it riding aint for everyone But I wanna be like give It a few more tries And then offer 2k less when he crashes it again Ã°Â\x9fÂ¤Â£'],['Looking at bikes on FB Marketplace and came across this gem Ã°Â\x9fÂ¤Â£ \n\nIm not making fun of this dude I get it riding aint for everyone,"[""['Looking"", 'at', 'bike', 'on', 'FB', 'Marketplace', 'and', 'came', 'across', 'this', 'gem', 'Ã°Â\\x9fÂ¤Â£', '\\n\\nIm', 'not', 'making', 'fun', 'of', 'this', 'dude', 'I', 'get', 'it', 'riding', 'aint', 'for', 'everyone', 'But', 'I', 'wanna', 'be', 'like', 'give', 'It', 'a', 'few', 'more', 'try', 'And', 'then', 'offer', '2k', 'le', 'when', 'he', 'crash', 'it', 'again', ""Ã°Â\\x9fÂ¤Â£']""]"
23,23,diwd_official,CSNAhQrrfSF,2021-08-05 18:45:14,20361,299,"Photo by DOITWITHDANÃ¢ÂÂ¢ on August 05, 2021. May be an image of Ã¢ÂÂtext that says 'Ã¢ÂÂAbout This Vehicle Ã Â°ÂÃÂ Sport Driven 4,100 miles Engine size: 600cc i Manual transmission Exterior: White Description Ã«ÂÂ0Ã«ÂÂ purchased this gsxr 600 4 days ago as my first bike. I've laid it down twice today at about 5 mph both times and I'm over it. Fuck motorcycles, I'm going back to cars. Someone come take this thing away. Just trying to get what paid for it back- minus the damage I've caused. Citan 4,100 miles I'm great condition besides the dings I've put on it today. Would trade plus cash for a 350zRead LessÃ¢ÂÂ'Ã¢ÂÂ.","Looking at bikes on FB Marketplace and came across this gem Ã°ÂÂ¤Â£ 

I'm not making fun of this dude. I get it; riding ain't for everyone! But I wanna be like, ""give It a few more tries!"" And then offer 2k less when he crashes it again Ã°ÂÂ¤Â£",[],['Looking at bikes on FB Marketplace and came across this gem Ã°Â\x9fÂ¤Â£ \n\nIm not making fun of this dude I get it riding aint for everyone But I wanna be like give It a few more tries And then offer 2k less when he crashes it again Ã°Â\x9fÂ¤Â£'],But I wanna be like give It a few more tries And then offer 2k less when he crashes it again Ã°Â\x9fÂ¤Â£'],"[""['Looking"", 'at', 'bike', 'on', 'FB', 'Marketplace', 'and', 'came', 'across', 'this', 'gem', 'Ã°Â\\x9fÂ¤Â£', '\\n\\nIm', 'not', 'making', 'fun', 'of', 'this', 'dude', 'I', 'get', 'it', 'riding', 'aint', 'for', 'everyone', 'But', 'I', 'wanna', 'be', 'like', 'give', 'It', 'a', 'few', 'more', 'try', 'And', 'then', 'offer', '2k', 'le', 'when', 'he', 'crash', 'it', 'again', ""Ã°Â\\x9fÂ¤Â£']""]"
